CHORD_ROOT,CHORD_TYPE,CHORD_STRUCTURE,FINGER_POSITIONS,NOTE_NAMES,FRETS
Bb,9(#11),1;3;5;b7;9;#11,"2,x,3,4,1,x",Bb Ab D E,"6, x, 6, 7, 5, x"
Bb,9(#11),1;3;5;b7;9;#11,"0,x,0,1,1,1",E D Ab C F,"0, x, 0, 1, 1, 1"
Bb,m7,1;b3;5;b7,"x,1,3,1,2,1",Bb F Ab Db F,"x, 1, 3, 1, 2, 1"
Bb,m7,1;b3;5;b7,"1,3,1,1,4,1",Bb F Ab Db Ab Bb,"6, 8, 6, 6, 9, 6"
Bb,m7,1;b3;5;b7,"x,x,1,4,2,3",Bb F Ab Db,"x, x, 8, 10, 9, 9"
Bb,m7,1;b3;5;b7,"2,x,3,3,3,x",Bb Ab Db F,"6, x, 6, 6, 6, x"
Bb,m7,1;b3;5;b7,"1,3,1,1,1,1",Bb F Ab Db F Bb,"6, 8, 6, 6, 6, 6"
Bb,m7,1;b3;5;b7,"x,x,x,2,1,1",F Ab Db,"x, x, x, 10, 9, 9"
Bb,m7,1;b3;5;b7,"2,x,3,3,3,3",Bb Ab Db F Bb,"6, x, 6, 6, 6, 6"
Bb,m7,1;b3;5;b7,"2,x,3,3,x,x",Bb Ab Db,"6, x, 6, 6, x, x"
Bb,m7,1;b3;5;b7,"x,x,2,3,1,4",F Bb Db Ab,"x, x, 3, 3, 2, 4"
Bb,m7,1;b3;5;b7,"1,x,1,1,4,x",Bb Ab Db Ab,"6, x, 6, 6, 9, x"
Bb,m(maj7),1;b3;5;7,"x,1,4,2,3,x",Bb F A Db,"x, 1, 3, 2, 2, x"
Bb,m(maj7),1;b3;5;7,"x,x,2,1,1,1",A Db F Bb,"x, x, 7, 6, 6, 6"
Bb,m(maj7),1;b3;5;7,"1,x,4,2,3,x",Bb A Db F,"6, x, 7, 6, 6, x"
Bb,m(maj7),1;b3;5;7,"1,3,2,1,1,1",Bb F A Db F Bb,"6, 8, 7, 6, 6, 6"
Bb,dim,1;b3;b5,"x,1,2,4,3,x",Bb E Bb Db,"x, 1, 2, 3, 2, x"
Bb,dim,1;b3;b5,"x,x,4,3,1,2",Bb Db E Bb,"x, x, 8, 6, 5, 6"
Bb,dim,1;b3;b5,"1,2,3,1,x,x",Bb E Bb Db,"6, 7, 8, 6, x, x"
Bb,dim,1;b3;b5,"x,x,x,2,1,3",Db E Bb,"x, x, x, 6, 5, 6"
Bb,6,1;3;5;6,"x,1,3,3,3,3",Bb F Bb D G,"x, 1, 3, 3, 3, 3"
Bb,6,1;3;5;6,"1,x,3,2,4,1",Bb Bb D G Bb,"6, x, 8, 7, 8, 6"
Bb,6,1;3;5;6,"x,x,1,3,1,4",Bb F G D,"x, x, 8, 10, 8, 10"
Bb,6,1;3;5;6,"3,1,2,0,x,x",Bb D G G,"6, 5, 5, 0, x, x"
Bb,6,1;3;5;6,"x,1,x,0,3,4",Bb G D G,"x, 1, x, 0, 3, 3"
Bb,6,1;3;5;6,"x,1,x,0,4,x",Bb G D,"x, 1, x, 0, 3, x"
Bb,6,1;3;5;6,"2,x,1,4,3,x",Bb G D F,"6, x, 5, 7, 6, x"
Bb,6,1;3;5;6,"x,x,3,3,3,3",F Bb D G,"x, x, 3, 3, 3, 3"
Bb,6,1;3;5;6,"x,1,3,0,4,x",Bb F G D,"x, 1, 3, 0, 3, x"
Bb,6,1;3;5;6,"2,1,0,0,3,4",Bb D D G F Bb,"6, 5, 0, 0, 6, 6"
Bb,6,1;3;5;6,"2,x,1,3,x,x",Bb G D,"6, x, 5, 7, x, x"
Bb,6,1;3;5;6,"2,x,1,3,4,x",Bb G D G,"6, x, 5, 7, 8, x"
Bb,6,1;3;5;6,"x,x,3,2,4,1",Bb D G Bb,"x, x, 8, 7, 8, 6"
Bb,6,1;3;5;6,"1,x,x,0,2,x",Bb G F,"6, x, x, 0, 6, x"
Bb,6,1;3;5;6,"x,2,3,1,4,x",Bb F G D,"x, 1, 3, 0, 3, x"
Bb,6,1;3;5;6,"x,x,1,1,1,1",F Bb D G,"x, x, 3, 3, 3, 3"
Bb,6,1;3;5;6,"x,1,3,1,2,1",G D F Bb D,"x, 10, 0, 10, 11, 10"
Bb,6,1;3;5;6,"x,x,1,4,2,3",G D F Bb,"x, x, 5, 7, 6, 6"
Bb,6,1;3;5;6,"x,1,x,x,3,4",Bb D G,"x, 1, x, x, 3, 3"
Bb,6,1;3;5;6,"x,1,3,0,x,x",Bb F G,"x, 1, 3, 0, x, x"
Bb,6,1;3;5;6,"1,x,0,0,4,x",Bb D G G,"6, x, 0, 0, 8, x"
Bb,6,1;3;5;6,"x,1,0,0,4,x",Bb D G D,"x, 1, 0, 0, 3, x"
Bb,7(#5),1;3;#5;b7,"x,1,4,1,3,2",Bb F# Ab D F#,"x, 1, 4, 1, 3, 2"
Bb,7(#5),1;3;#5;b7,"1,x,1,2,3,1",Bb Ab D F# Bb,"6, x, 6, 7, 7, 6"
Bb,7(#5),1;3;#5;b7,"x,1,2,1,1,x",Ab D F# Bb,"x, 11, 0, 11, 11, x"
Bb,7(#5),1;3;#5;b7,"x,x,1,2,3,1",Ab D F# Bb,"x, x, 6, 7, 7, 6"
Bb,7(#5),1;3;#5;b7,"1,x,2,3,4,x",Bb Ab D F#,"6, x, 6, 7, 7, x"
Bb,7sus4,1;4;5;b7,"x,1,3,1,4,1",Bb F Ab Eb F,"x, 1, 3, 1, 4, 1"
Bb,7sus4,1;4;5;b7,"1,3,1,4,1,1",Bb F Ab Eb F Bb,"6, 8, 6, 8, 6, 6"
Bb,7sus4,1;4;5;b7,"x,x,1,3,2,4",Bb F Ab Eb,"x, x, 8, 10, 9, 11"
Bb,7sus4,1;4;5;b7,"x,1,1,1,2,x",F Bb Eb Ab,"x, 8, 8, 8, 9, x"
Bb,7sus4,1;4;5;b7,"1,x,2,4,x,x",Bb Ab Eb,"6, x, 6, 8, x, x"
Bb,maj7,1;3;5;7,"x,1,3,2,4,1",Bb F A D F,"x, 1, 3, 2, 3, 1"
Bb,maj7,1;3;5;7,"1,4,2,3,1,x",Bb F A D F,"6, 8, 7, 7, 6, x"
Bb,maj7,1;3;5;7,"x,4,3,1,1,1",Bb D F A D,"x, 1, 0, 10, 10, 10"
Bb,maj7,1;3;5;7,"x,x,1,3,3,3",Bb F A D,"x, x, 8, 10, 10, 10"
Bb,maj7,1;3;5;7,"x,1,3,2,4,x",Bb F A D,"x, 1, 3, 2, 3, x"
Bb,maj7,1;3;5;7,"1,x,3,4,x,x",Bb A D,"6, x, 7, 7, x, x"
Bb,maj7,1;3;5;7,"1,x,3,4,2,x",Bb A D F,"6, x, 7, 7, 6, x"
Bb,maj7,1;3;5;7,"x,x,4,3,2,1",Bb D F A,"x, x, 8, 7, 6, 5"
Bb,maj7,1;3;5;7,"x,x,1,1,1,4",F Bb D A,"x, x, 3, 3, 3, 5"
Bb,maj7,1;3;5;7,"x,2,4,1,3,x",D A Bb F,"x, 5, 7, 3, 6, x"
Bb,maj7,1;3;5;7,"1,1,3,2,4,1",F Bb F A D F,"1, 1, 3, 2, 3, 1"
Bb,maj7,1;3;5;7,"2,x,3,4,2,1",Bb A D F A,"6, x, 7, 7, 6, 5"
Bb,maj7,1;3;5;7,"x,1,4,2,x,x",Bb F A,"x, 1, 3, 2, x, x"
Bb,maj7,1;3;5;7,"x,1,0,2,4,1",Bb D A D F,"x, 1, 0, 2, 3, 1"
Bb,5,1;5,"x,1,3,x,x,x",Bb F,"x, 1, 3, x, x, x"
Bb,5,1;5,"1,3,x,x,x,x",Bb F,"6, 8, x, x, x, x"
Bb,5,1;5,"1,3,4,x,x,x",Bb F Bb,"6, 8, 8, x, x, x"
Bb,5,1;5,"x,1,1,x,x,x",F Bb,"x, 8, 8, x, x, x"
Bb,5,1;5,"1,1,3,x,x,x",F Bb F,"1, 1, 3, x, x, x"
Bb,5,1;5,"x,1,3,4,x,x",Bb F Bb,"x, 1, 3, 3, x, x"
Bb,5,1;5,"1,1,x,x,x,x",F Bb,"1, 1, x, x, x, x"
Bb,5,1;5,"x,x,x,1,4,x",Bb F,"x, x, x, 3, 6, x"
Bb,5,1;5,"x,x,1,1,x,x",F Bb,"x, x, 3, 3, x, x"
Bb,5,1;5,"x,x,1,3,4,x",Bb F Bb,"x, x, 8, 10, 11, x"
Bb,5,1;5,"x,x,1,4,x,x",Bb F,"x, x, 8, 10, x, x"
Bb,m6,1;b3;5;6,"x,1,3,0,2,4",Bb F G Db G,"x, 1, 3, 0, 2, 3"
Bb,m6,1;b3;5;6,"1,x,3,1,4,1",Bb Bb Db G Bb,"6, x, 8, 6, 8, 6"
Bb,m6,1;b3;5;6,"x,x,1,3,1,2",Bb F G Db,"x, x, 8, 10, 8, 9"
Bb,m6,1;b3;5;6,"2,x,1,3,3,3",Bb G Db F Bb,"6, x, 5, 6, 6, 6"
Bb,7(b9),1;3;5;b7;b9,"x,1,0,2,x,3",Bb D Ab F,"x, 1, 0, 1, x, 1"
Bb,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x",Bb D Ab B,"6, 5, 6, 4, x, x"
Bb,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",Bb Ab D F B,"6, x, 6, 7, 6, 7"
Bb,7(b9),1;3;5;b7;b9,"x,2,3,1,4,x",D Ab B F,"x, 5, 6, 4, 6, x"
Bb,m9,1;b3;5;b7;9,"3,1,4,2,x,x",Bb Db Ab C,"6, 4, 6, 5, x, x"
Bb,m9,1;b3;5;b7;9,"1,3,1,1,1,4",Bb F Ab Db F C,"6, 8, 6, 6, 6, 8"
Bb,m9,1;b3;5;b7;9,"x,2,1,3,4,x",Bb Db Ab C,"x, 1, 11, 1, 1, x"
Bb,m9,1;b3;5;b7;9,"x,x,2,4,1,3",F C Db Ab,"x, x, 3, 5, 2, 4"
Bb,m9,1;b3;5;b7;9,"1,x,1,1,1,4",Bb Ab Db F C,"6, x, 6, 6, 6, 8"
Bb,13(b9),1;3;5;b7;b9;11;13,"x,x,1,2,4,3",Ab D G B,"x, x, 6, 7, 8, 7"
Bb,sus4,1;4;5,"x,1,2,3,4,1",Bb F Bb Eb F,"x, 1, 3, 3, 4, 1"
Bb,sus4,1;4;5,"x,x,1,1,2,4",F Bb Eb Bb,"x, x, 3, 3, 4, 6"
Bb,sus4,1;4;5,"1,1,3,4,1,1",Bb Eb Bb Eb F Bb,"6, 6, 8, 8, 6, 6"
Bb,sus4,1;4;5,"x,1,3,3,4,x",Bb F Bb Eb,"x, 1, 3, 3, 4, x"
Bb,6/9,1;3;5;6;9,"x,1,0,0,2,3",Bb D G C F,"x, 1, 0, 0, 1, 1"
Bb,6/9,1;3;5;6;9,"2,1,1,1,3,4",Bb D G C F Bb,"6, 5, 5, 5, 6, 6"
Bb,6/9,1;3;5;6;9,"x,x,2,1,3,4",Bb D G C,"x, x, 8, 7, 8, 8"
Bb,6/9,1;3;5;6;9,"2,x,1,1,3,x",Bb G C F,"6, x, 5, 5, 6, x"
Cb,7,1;3;5;b7,"1,x,2,3,x,x",B A Eb,"7, x, 7, 8, x, x"
Db,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",Db F B Eb Bb,"x, 4, 3, 4, 4, 6"
Db,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1",Db B Eb F Bb,"9, x, 9, 8, 6, 6"
Db,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",Db B F Bb Eb,"9, x, 9, 10, 11, 11"
Db,13,1;3;5;b7;9;11;13,"x,x,1,2,3,1",B F Bb Db,"x, x, 9, 10, 11, 9"
Db,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x",Db B F Bb,"9, x, 9, 10, 11, x"
Db,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",Db F B E,"x, 4, 3, 4, 5, x"
Db,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x",Db F B E Ab,"9, 8, 9, 9, 9, x"
Db,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4",Db Ab B F Ab E,"9, 11, 9, 10, 9, 0"
Db,7(#9),1;3;5;b7;#9,"1,3,1,2,4,4",Db Ab B F B E,"9, 11, 9, 10, 0, 0"
Db,7(#9),1;3;5;b7;#9,"1,x,2,3,4,4",Db B F B E,"9, x, 9, 10, 0, 0"
Db,7(#9),1;3;5;b7;#9,"x,x,2,1,3,4",Db F B E,"x, x, 11, 10, 0, 0"
Db,9,1;3;5;b7;9,"x,2,1,3,4,x",Db F B Eb,"x, 4, 3, 4, 4, x"
Db,9,1;3;5;b7;9,"x,1,3,2,4,x",F B Eb Ab,"x, 8, 9, 8, 9, x"
Db,9,1;3;5;b7;9,"x,x,2,1,3,4",B Eb Ab Db,"x, x, 9, 8, 9, 9"
Db,9,1;3;5;b7;9,"x,2,1,3,3,3",Db F B Eb Ab,"x, 4, 3, 4, 4, 4"
Db,9,1;3;5;b7;9,"2,x,1,3,3,3",Ab F B Eb Ab,"4, x, 3, 4, 4, 4"
Db,9,1;3;5;b7;9,"x,1,2,1,3,4",F B Eb Ab Db,"x, 8, 9, 8, 9, 9"
Db,9,1;3;5;b7;9,"x,x,x,3,1,2",Eb F B,"x, x, x, 8, 6, 7"
Db,9,1;3;5;b7;9,"1,x,2,3,x,4",Db B F Eb,"9, x, 9, 10, x, 11"
Db,9,1;3;5;b7;9,"x,x,1,2,1,4",B F Ab Eb,"x, x, 9, 10, 9, 11"
Db,9b5,1;3;b5;b7;9,"1,2,1,3,4,1",G Db F B Eb G,"3, 4, 3, 4, 4, 3"
Db,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",Db F B Eb G Db,"9, 8, 9, 8, 8, 9"
Db,9b5,1;3;b5;b7;9,"x,x,1,2,3,1",Db G B Eb,"x, x, 11, 0, 0, 11"
Db,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,x",Db C F Bb,"9, x, 10, 10, 11, x"
Db,7,1;3;5;b7,"x,3,2,4,1,x",Db F B Db,"x, 4, 3, 4, 2, x"
Db,7,1;3;5;b7,"x,1,3,1,4,1",Db Ab B F Ab,"x, 4, 6, 4, 6, 4"
Db,7,1;3;5;b7,"1,3,1,2,4,1",Db Ab B F B Db,"9, 11, 9, 10, 0, 9"
Db,7,1;3;5;b7,"1,x,2,4,3,x",Db B F Ab,"9, x, 9, 10, 9, x"
Db,7,1;3;5;b7,"x,2,1,3,x,x",Db F B,"x, 4, 3, 4, x, x"
Db,7,1;3;5;b7,"1,x,2,3,x,x",Db B F,"9, x, 9, 10, x, x"
Db,7,1;3;5;b7,"x,1,3,x,2,x",B F Db,"x, 2, 3, x, 2, x"
Db,7,1;3;5;b7,"x,x,3,2,4,1",Db F B Db,"x, x, 11, 10, 0, 9"
Db,7,1;3;5;b7,"x,x,1,2,1,1",B F Ab Db,"x, x, 9, 10, 9, 9"
Db,7,1;3;5;b7,"x,x,1,3,2,4",Db Ab B F,"x, x, 11, 1, 0, 1"
Db,7,1;3;5;b7,"x,x,2,3,1,4",F B Db Ab,"x, x, 3, 4, 2, 4"
Db,7,1;3;5;b7,"x,x,1,1,1,3",Ab Db F B,"x, x, 6, 6, 6, 7"
Db,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",G Db E B,"3, 4, 2, 4, x, x"
Db,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",E B Db G,"x, 7, 9, 6, 8, x"
Db,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Db G B E,"x, x, 11, 0, 0, 0"
Db,dim7,1;b3;b5;bb7,"3,x,1,4,2,x",Db B E G,"9, x, 9, 9, 8, x"
Db,aug,1;3;#5,"x,3,2,1,1,x",Db F A Db,"x, 4, 3, 2, 2, x"
Db,aug,1;3;#5,"4,3,2,1,x,x",A Db F A,"5, 4, 3, 2, x, x"
Db,aug,1;3;#5,"x,x,4,2,3,1",Db F A Db,"x, x, 11, 10, 10, 9"
Db,maj,1;3;5,"x,4,3,1,2,1",Db F Ab Db F,"x, 4, 3, 1, 2, 1"
Db,maj,1;3;5,"x,1,3,3,3,x",Db Ab Db F,"x, 4, 6, 6, 6, x"
Db,maj,1;3;5,"1,3,4,2,1,1",Db Ab Db F Ab Db,"9, 11, 11, 10, 9, 9"
Db,maj,1;3;5,"x,1,3,3,3,1",Db Ab Db F Ab,"x, 4, 6, 6, 6, 4"
Db,maj,1;3;5,"x,x,x,1,3,2",Ab Db F,"x, x, x, 1, 2, 1"
Db,maj,1;3;5,"x,3,1,1,1,x",F Ab Db F,"x, 8, 6, 6, 6, x"
Db,maj,1;3;5,"x,x,3,1,2,4",F Ab Db Ab,"x, x, 3, 1, 2, 4"
Db,maj,1;3;5,"x,x,x,3,4,1",Db F Ab,"x, x, x, 6, 6, 4"
Db,maj,1;3;5,"x,x,3,3,3,x",Ab Db F,"x, x, 6, 6, 6, x"
Db,maj,1;3;5,"x,4,3,1,2,x",Db F Ab Db,"x, 4, 3, 1, 2, x"
Db,maj,1;3;5,"2,x,1,4,x,x",Ab F Db,"4, x, 3, 6, x, x"
Db,maj,1;3;5,"x,x,x,2,1,1",F Ab Db,"x, x, x, 10, 9, 9"
Db,11,1;3;5;b7;9;11,"x,1,1,1,1,1",Db Gb B Eb Ab,"x, 4, 4, 4, 4, 4"
Db,11,1;3;5;b7;9;11,"4,x,3,2,1,1",Db B Eb Gb B,"9, x, 9, 8, 7, 7"
Db,11,1;3;5;b7;9;11,"x,x,1,1,2,1",Db Gb B Eb,"x, x, 11, 11, 0, 11"
Db,maj9,1;3;5;7;9,"x,2,1,4,3,x",Db F C Eb,"x, 4, 3, 5, 4, x"
Db,maj9,1;3;5;7;9,"2,1,3,1,x,x",Db F C Eb,"9, 8, 10, 8, x, x"
Db,maj9,1;3;5;7;9,"x,x,4,1,2,1",Db Eb Ab C,"x, x, 11, 8, 9, 8"
Db,maj9,1;3;5;7;9,"x,1,x,3,2,2",Db C Eb Ab,"x, 4, x, 5, 4, 4"
Db,m,1;b3;5,"x,1,3,4,2,1",Db Ab Db E Ab,"x, 4, 6, 6, 5, 4"
Db,m,1;b3;5,"1,3,4,1,1,1",Db Ab Db E Ab Db,"9, 11, 11, 9, 9, 9"
Db,m,1;b3;5,"x,x,1,3,4,2",Db Ab Db E,"x, x, 11, 1, 2, 0"
Db,m,1;b3;5,"x,x,x,1,1,1",E Ab Db,"x, x, x, 9, 9, 9"
Db,7b5,1;3;b5;b7,"x,1,2,1,3,x",Db G B F,"x, 4, 5, 4, 6, x"
Db,7b5,1;3;b5;b7,"x,x,2,4,1,3",B F G Db,"x, x, 9, 10, 8, 9"
Db,7b5,1;3;b5;b7,"1,3,2,4,x,x",Db G B F,"9, 10, 9, 10, x, x"
Db,m7,1;b3;5;b7,"x,3,1,4,1,x",Db E B Db,"x, 4, 2, 4, 2, x"
Db,m7,1;b3;5;b7,"x,1,3,1,2,1",Db Ab B E Ab,"x, 4, 6, 4, 5, 4"
Db,m7,1;b3;5;b7,"1,3,1,1,4,1",Db Ab B E B Db,"9, 11, 9, 9, 0, 9"
Db,m7,1;b3;5;b7,"x,1,x,2,3,x",Db B E,"x, 4, x, 4, 5, x"
Db,dim,1;b3;b5,"x,1,2,4,3,x",Db G Db E,"x, 4, 5, 6, 5, x"
Db,dim,1;b3;b5,"x,x,4,3,1,2",Db E G Db,"x, x, 11, 9, 8, 9"
Db,dim,1;b3;b5,"1,2,3,1,x,x",Db G Db E,"9, 10, 11, 9, x, x"
Db,6,1;3;5;6,"x,4,2,3,1,x",Db F Bb Db,"x, 4, 3, 3, 2, x"
Db,6,1;3;5;6,"x,1,3,3,3,3",Db Ab Db F Bb,"x, 4, 6, 6, 6, 6"
Db,6,1;3;5;6,"1,x,3,2,4,1",Db Db F Bb Db,"9, x, 11, 10, 11, 9"
Db,6,1;3;5;6,"x,2,4,1,x,x",Db Ab Bb,"x, 4, 6, 3, x, x"
Db,6,1;3;5;6,"x,x,3,2,4,1",Db F Bb Db,"x, x, 11, 10, 11, 9"
Db,6,1;3;5;6,"x,x,3,2,4,x",Db F Bb,"x, x, 11, 10, 11, x"
Db,6,1;3;5;6,"x,x,x,3,3,3",Db F Bb,"x, x, x, 6, 6, 6"
Db,7(#5),1;3;#5;b7,"x,1,2,1,1,x",B F A Db,"x, 2, 3, 2, 2, x"
Db,7(#5),1;3;#5;b7,"x,1,4,1,3,2",Db A B F A,"x, 4, 7, 4, 6, 5"
Db,7(#5),1;3;#5;b7,"1,x,1,2,3,1",Db B F A Db,"9, x, 9, 10, 10, 9"
Db,7sus4,1;4;5;b7,"x,2,3,4,1,x",Db Gb B Db,"x, 4, 4, 4, 2, x"
Db,7sus4,1;4;5;b7,"x,1,3,1,4,1",Db Ab B Gb Ab,"x, 4, 6, 4, 7, 4"
Db,7sus4,1;4;5;b7,"1,3,1,4,1,1",Db Ab B Gb Ab Db,"9, 11, 9, 11, 9, 9"
Db,7sus4,1;4;5;b7,"x,2,2,3,x,x",Db Gb B,"x, 4, 4, 4, x, x"
Db,maj7,1;3;5;7,"x,4,3,1,1,1",Db F Ab C F,"x, 4, 3, 1, 1, 1"
Db,maj7,1;3;5;7,"x,1,3,2,4,1",Db Ab C F Ab,"x, 4, 6, 5, 6, 4"
Db,maj7,1;3;5;7,"x,x,4,3,2,1",Db F Ab C,"x, x, 11, 10, 9, 8"
Db,maj7,1;3;5;7,"1,x,3,4,2,x",Db C F Ab,"9, x, 10, 10, 9, x"
Db,maj7,1;3;5;7,"x,1,3,2,4,x",Db Ab C F,"x, 4, 6, 5, 6, x"
Db,maj7,1;3;5;7,"x,2,x,3,4,x",Db C F,"x, 4, x, 5, 6, x"
Db,5,1;5,"x,1,3,4,x,x",Db Ab Db,"x, 4, 6, 6, x, x"
Db,5,1;5,"x,1,4,x,x,x",Db Ab,"x, 4, 6, x, x, x"
Db,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x",Db B F G,"9, x, 9, 10, 8, x"
Db,7(#11),1;3;5;b7;#11,"x,1,3,2,4,x",Db G B F,"x, 4, 5, 4, 6, x"
Db,m6,1;b3;5;6,"x,3,1,2,1,x",Db E Bb Db,"x, 4, 2, 3, 2, x"
Db,m6,1;b3;5;6,"x,1,x,3,2,4",Db Db E Bb,"x, 4, x, 6, 5, 6"
Db,m6,1;b3;5;6,"1,x,3,1,4,1",Db Db E Bb Db,"9, x, 11, 9, 11, 9"
Db,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x",Db F B D,"x, 4, 3, 4, 3, x"
Db,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x",Db F B D,"9, 8, 9, 7, x, x"
Db,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",Db B F Ab D,"9, x, 9, 10, 9, 10"
Db,m9,1;b3;5;b7;9,"x,2,1,3,4,x",Db E B Eb,"x, 4, 2, 4, 4, x"
Db,m9,1;b3;5;b7;9,"3,1,4,2,x,x",Db E B Eb,"9, 7, 9, 8, x, x"
Db,m9,1;b3;5;b7;9,"1,3,1,1,1,4",Db Ab B E Ab Eb,"9, 11, 9, 9, 9, 11"
Db,m9,1;b3;5;b7;9,"x,1,x,1,1,x",Db B Eb,"x, 4, x, 4, 4, x"
Db,sus4,1;4;5,"x,1,2,3,4,1",Db Ab Db Gb Ab,"x, 4, 6, 6, 7, 4"
Db,sus4,1;4;5,"x,x,1,1,2,4",Ab Db Gb Db,"x, x, 6, 6, 7, 9"
Db,sus4,1;4;5,"1,1,3,4,1,1",Db Gb Db Gb Ab Db,"9, 9, 11, 11, 9, 9"
Db,6/9,1;3;5;6;9,"x,2,1,1,3,4",Db F Bb Eb Ab,"x, 4, 3, 3, 4, 4"
Db,6/9,1;3;5;6;9,"2,1,1,1,3,4",Db F Bb Eb Ab Db,"9, 8, 8, 8, 9, 9"
Db,6/9,1;3;5;6;9,"x,x,2,1,3,4",Db F Bb Eb,"x, x, 11, 10, 11, 11"
Eb,9(#5),1;3;#5;b7;9,"x,1,2,1,4,x",Db G B F,"x, 4, 5, 4, 6, x"
Eb,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",Eb G Db F C,"x, 6, 5, 6, 6, 8"
Eb,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1",Eb Db F G C,"11, x, 11, 10, 8, 8"
Eb,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",Eb Db G C F,"11, x, 11, 0, 1, 1"
Eb,7(#9),1;3;5;b7;#9,"x,x,1,0,3,4",Eb G Db F#,"x, x, 1, 0, 2, 2"
Eb,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",Eb G Db F#,"x, 6, 5, 6, 7, x"
Eb,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4",Eb Bb Db G Bb F#,"11, 1, 11, 0, 11, 2"
Eb,+(#11),1;3;#5;#11,"x,2,x,0,0,1",Eb G B A,"x, 6, x, 0, 0, 5"
Eb,+(#11),1;3;#5;#11,"x,1,x,0,0,4",Eb G B B,"x, 6, x, 0, 0, 7"
Eb,9,1;3;5;b7;9,"x,2,1,3,4,x",Eb G Db F,"x, 6, 5, 6, 6, x"
Eb,9,1;3;5;b7;9,"x,1,3,2,4,x",G Db F Bb,"x, 10, 11, 10, 11, x"
Eb,9,1;3;5;b7;9,"x,x,2,1,3,4",Db F Bb Eb,"x, x, 11, 10, 11, 11"
Eb,9,1;3;5;b7;9,"x,2,1,3,3,3",Eb G Db F Bb,"x, 6, 5, 6, 6, 6"
Eb,9,1;3;5;b7;9,"2,x,1,3,3,3",Bb G Db F Bb,"6, x, 5, 6, 6, 6"
Eb,9,1;3;5;b7;9,"2,x,1,3,4,x",Bb G Db F,"6, x, 5, 6, 6, x"
Eb,9,1;3;5;b7;9,"x,x,3,2,1,4",Db F G Eb,"x, x, 11, 10, 8, 11"
Eb,9,1;3;5;b7;9,"x,1,3,2,4,4",G Db F Bb Eb,"x, 10, 11, 10, 11, 11"
Eb,9,1;3;5;b7;9,"x,1,3,1,1,x",Eb Bb Db F,"x, 6, 8, 6, 6, x"
Eb,9b5,1;3;b5;b7;9,"x,x,1,2,3,1",Eb A Db F,"x, x, 1, 2, 2, 1"
Eb,9b5,1;3;b5;b7;9,"1,2,1,3,4,1",A Eb G Db F A,"5, 6, 5, 6, 6, 5"
Eb,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",Eb G Db F A Eb,"11, 10, 11, 10, 10, 11"
Eb,7,1;3;5;b7,"x,3,2,4,1,x",Eb G Db Eb,"x, 6, 5, 6, 4, x"
Eb,7,1;3;5;b7,"x,1,3,1,4,1",Eb Bb Db G Bb,"x, 6, 8, 6, 8, 6"
Eb,7,1;3;5;b7,"1,3,1,2,4,1",Eb Bb Db G Db Eb,"11, 1, 11, 0, 2, 11"
Eb,7,1;3;5;b7,"x,x,x,2,1,3",Bb Db G,"x, x, x, 3, 2, 3"
Eb,7,1;3;5;b7,"x,2,1,3,x,x",Eb G Db,"x, 6, 5, 6, x, x"
Eb,7,1;3;5;b7,"x,x,x,1,4,1",Db G Bb,"x, x, x, 6, 8, 6"
Eb,7,1;3;5;b7,"x,x,2,3,1,x",G Db Eb,"x, x, 5, 6, 4, x"
Eb,7,1;3;5;b7,"x,x,x,3,2,1",G Bb Db,"x, x, x, 0, 11, 9"
Eb,7,1;3;5;b7,"3,x,2,4,1,x",Bb G Db Eb,"6, x, 5, 6, 4, x"
Eb,7,1;3;5;b7,"3,x,2,4,x,x",Bb G Db,"6, x, 5, 6, x, x"
Eb,7,1;3;5;b7,"x,x,1,3,2,4",Eb Bb Db G,"x, x, 1, 3, 2, 3"
Eb,7,1;3;5;b7,"x,1,3,1,4,x",Eb Bb Db G,"x, 6, 8, 6, 8, x"
Eb,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",A Eb Gb B,"5, 6, 4, 4, x, x"
